iso_code,country,current_population,updated_datetime
ECU,Ecuador,"17,943,414",2021-09-20 12:17:01.313470
SEN,Senegal,"17,297,050",2021-09-20 12:17:01.313470
NLD,Netherlands,"17,181,495",2021-09-20 12:17:01.313470
KHM,Cambodia,"16,996,975",2021-09-20 12:17:01.313470
TCD,Chad,"17,024,211",2021-09-20 12:17:01.313470
SOM,Somalia,"16,463,432",2021-09-20 12:17:01.313470
ZWE,Zimbabwe,"15,144,257",2021-09-20 12:17:01.313470
GIN,Guinea,"13,577,696",2021-09-20 12:17:01.313470
RWA,Rwanda,"13,348,243",2021-09-20 12:17:01.313470
BEN,Benin,"12,524,238",2021-09-20 12:17:01.313470
BDI,Burundi,"12,336,456",2021-09-20 12:17:01.313470
TUN,Tunisia,"11,961,279",2021-09-20 12:17:01.313470
BOL,Bolivia,"11,868,561",2021-09-20 12:17:01.313470
BEL,Belgium,"11,642,189",2021-09-20 12:17:01.313470
HTI,Haiti,"11,572,741",2021-09-20 12:17:01.313470
SSD,South Sudan,"11,423,764",2021-09-20 12:17:01.313470
CUB,Cuba,"11,315,630",2021-09-20 12:17:01.313470
DOM,Dominican Republic,"10,977,178",2021-09-20 12:17:01.313470
CZE,Czech Republic,"10,727,734",2021-09-20 12:17:01.313470
GRC,Greece,"10,359,332",2021-09-20 12:17:01.313470
JOR,Jordan,"10,289,399",2021-09-20 12:17:01.313470
AZE,Azerbaijan,"10,242,090",2021-09-20 12:17:01.313470
PRT,Portugal,"10,161,241",2021-09-20 12:17:01.313470
SWE,Sweden,"10,173,781",2021-09-20 12:17:01.313470
HND,Honduras,"10,098,204",2021-09-20 12:17:01.313470
ARE,United Arab Emirates,"10,013,912",2021-09-20 12:17:01.313470
TJK,Tajikistan,"9,796,415",2021-09-20 12:17:01.313470
HUN,Hungary,"9,628,132",2021-09-20 12:17:01.313470
BLR,Belarus,"9,441,313",2021-09-20 12:17:01.313470
PNG,Papua New Guinea,"9,157,321",2021-09-20 12:17:01.313470
AUT,Austria,"9,051,547",2021-09-20 12:17:01.313470
ISR,Israel,"8,819,607",2021-09-20 12:17:01.313470
CHE,Switzerland,"8,729,514",2021-09-20 12:17:01.313470
SRB,Serbia,"8,688,828",2021-09-20 12:17:01.313470
TGO,Togo,"8,522,918",2021-09-20 12:17:01.313470
SLE,Sierra Leone,"8,177,942",2021-09-20 12:17:01.313470
HKG,Hong Kong,"7,565,281",2021-09-20 12:17:01.313470
LAO,Laos,"7,402,263",2021-09-20 12:17:01.313470
PRY,Paraguay,"7,238,956",2021-09-20 12:17:01.313470
LBY,Libya,"6,977,198",2021-09-20 12:17:01.313470
BGR,Bulgaria,"6,885,170",2021-09-20 12:17:01.313470
LBN,Lebanon,"6,762,951",2021-09-20 12:17:01.313470
NIC,Nicaragua,"6,719,829",2021-09-20 12:17:01.313470
KGZ,Kyrgyzstan,"6,651,424",2021-09-20 12:17:01.313470
SLV,El Salvador,"6,525,591",2021-09-20 12:17:01.313470
TKM,Turkmenistan,"6,137,161",2021-09-20 12:17:01.313470
SGP,Singapore,"5,907,446",2021-09-20 12:17:01.313470
DNK,Denmark,"5,818,026",2021-09-20 12:17:01.313470
COG,Republic Of The Congo,"5,687,987",2021-09-20 12:17:01.313470
FIN,Finland,"5,550,153",2021-09-20 12:17:01.313470
NOR,Norway,"5,475,819",2021-09-20 12:17:01.313470
SVK,Slovakia,"5,460,803",2021-09-20 12:17:01.313470
OMN,Oman,"5,250,844",2021-09-20 12:17:01.313470
PSE,Palestine,"5,249,484",2021-09-20 12:17:01.313470
LBR,Liberia,"5,207,672",2021-09-20 12:17:01.313470
CRI,Costa Rica,"5,148,996",2021-09-20 12:17:01.313470
IRL,Ireland,"4,992,607",2021-09-20 12:17:01.313470
CAF,Central African Republic,"4,939,625",2021-09-20 12:17:01.313470
NZL,New Zealand,"4,869,365",2021-09-20 12:17:01.313470
MRT,Mauritania,"4,802,996",2021-09-20 12:17:01.313470
PAN,Panama,"4,396,333",2021-09-20 12:17:01.313470
KWT,Kuwait,"4,342,978",2021-09-20 12:17:01.313470
HRV,Croatia,"4,076,353",2021-09-20 12:17:01.313470
MDA,Moldova,"4,021,737",2021-09-20 12:17:01.313470
GEO,Georgia,"3,977,564",2021-09-20 12:17:01.313470
ERI,Eritrea,"3,613,694",2021-09-20 12:17:01.313470
URY,Uruguay,"3,487,678",2021-09-20 12:17:01.313470
MNG,Mongolia,"3,340,619",2021-09-20 12:17:01.313470
BIH,Bosnia And Herzegovina,"3,258,983",2021-09-20 12:17:01.313470
JAM,Jamaica,"2,976,153",2021-09-20 12:17:01.313470
ARM,Armenia,"2,969,187",2021-09-20 12:17:01.313470
QAT,Qatar,"2,942,592",2021-09-20 12:17:01.313470
ALB,Albania,"2,871,710",2021-09-20 12:17:01.313470
PRI,Puerto Rico,"2,820,185",2021-09-20 12:17:01.313470
LTU,Lithuania,"2,682,607",2021-09-20 12:17:01.313470
NAM,Namibia,"2,597,614",2021-09-20 12:17:01.313470
GMB,Gambia,"2,502,595",2021-09-20 12:17:01.313470
BWA,Botswana,"2,407,185",2021-09-20 12:17:01.313470
GAB,Gabon,"2,290,807",2021-09-20 12:17:01.313470
LSO,Lesotho,"2,162,910",2021-09-20 12:17:01.313470
MKD,North Macedonia,"2,082,413",2021-09-20 12:17:01.313470
SVN,Slovenia,"2,078,724",2021-09-20 12:17:01.313470
GNB,Guinea Bissau,"2,026,091",2021-09-20 12:17:01.313470
LVA,Latvia,"1,862,703",2021-09-20 12:17:01.313470
BHR,Bahrain,"1,758,566",2021-09-20 12:17:01.313470
GNQ,Equatorial Guinea,"1,460,330",2021-09-20 12:17:01.313470
TTO,Trinidad And Tobago,"1,404,272",2021-09-20 12:17:01.313470
TLS,Timor Leste,"1,349,497",2021-09-20 12:17:01.313470
EST,Estonia,"1,324,859",2021-09-20 12:17:01.313470
MUS,Mauritius,"1,273,759",2021-09-20 12:17:01.313470
CYP,Cyprus,"1,217,459",2021-09-20 12:17:01.313470
DJI,Djibouti,"1,005,284",2021-09-20 12:17:01.313470
FJI,Fiji,"904,292",2021-09-20 12:17:01.313470
RU,Reunion,"903,072",2021-09-20 12:17:01.313470
COM,Comoros,"892,690",2021-09-20 12:17:01.313470
GUY,Guyana,"791,141",2021-09-20 12:17:01.313470
BTN,Bhutan,"781,773",2021-09-20 12:17:01.313470
SLB,Solomon Islands,"707,827",2021-09-20 12:17:01.313470
MAC,Macau,"660,513",2021-09-20 12:17:01.313470
LUX,Luxembourg,"636,852",2021-09-20 12:17:01.313470
MNE,Montenegro,"628,053",2021-09-20 12:17:01.313470
ESH,Western Sahara,"615,054",2021-09-20 12:17:01.313470
SUR,Suriname,"592,941",2021-09-20 12:17:01.313470
CPV,Cape Verde,"563,202",2021-09-20 12:17:01.313470
MDV,Maldives,"544,595",2021-09-20 12:17:01.313470
MLT,Malta,"443,110",2021-09-20 12:17:01.313470
BRN,Brunei,"442,429",2021-09-20 12:17:01.313470
BLZ,Belize,"406,544",2021-09-20 12:17:01.313470
BHS,Bahamas,"397,728",2021-09-20 12:17:01.313470
MTQ,Martinique,"374,582",2021-09-20 12:17:01.313470
ISL,Iceland,"343,842",2021-09-20 12:17:01.313470
VUT,Vanuatu,"316,094",2021-09-20 12:17:01.313470
NCL,New Caledonia,"288,789",2021-09-20 12:17:01.313470
BRB,Barbados,"287,793",2021-09-20 12:17:01.313470
PYF,French Polynesia,"282,856",2021-09-20 12:17:01.313470
MYT,Mayotte,"280,982",2021-09-20 12:17:01.313470
STP,Sao Tome And Principe,"224,346",2021-09-20 12:17:01.313470
WSM,Samoa,"200,475",2021-09-20 12:17:01.313470
LCA,Saint Lucia,"184,563",2021-09-20 12:17:01.313470
GUM,Guam,"170,505",2021-09-20 12:17:01.313470
CUW,Curacao,"164,961",2021-09-20 12:17:01.313470
KIR,Kiribati,"121,800",2021-09-20 12:17:01.313470
FSM,Micronesia,"116,499",2021-09-20 12:17:01.313470
GRD,Grenada,"113,103",2021-09-20 12:17:01.313470
VCT,Saint Vincent And The Grenadines,"111,263",2021-09-20 12:17:01.313470
ABW,Aruba,"107,204",2021-09-20 12:17:01.313470
TON,Tonga,"107,005",2021-09-20 12:17:01.313470
VIR,United States Virgin Islands,"104,144",2021-09-20 12:17:01.313470
SYC,Seychelles,"98,990",2021-09-20 12:17:01.313470
ATG,Antigua And Barbuda,"98,894",2021-09-20 12:17:01.313470
IMN,Isle Of Man,"85,410",2021-09-20 12:17:01.313470
AND,Andorra,"77,355",2021-09-20 12:17:01.313470
DMA,Dominica,"72,167",2021-09-20 12:17:01.313470
CYM,Cayman Islands,"66,497",2021-09-20 12:17:01.313470
BMU,Bermuda,"62,090",2021-09-20 12:17:01.313470
MHL,Marshall Islands,"59,610",2021-09-20 12:17:01.313470
MNP,Northern Mariana Islands,"57,917",2021-09-20 12:17:01.313470
GRL,Greenland,"56,877",2021-09-20 12:17:01.313470
ASM,American Samoa,"55,100",2021-09-20 12:17:01.313470
KNA,Saint Kitts And Nevis,"53,544",2021-09-20 12:17:01.313470
FRO,Faroe Islands,"49,049",2021-09-20 12:17:01.313470
MAF,Sint Maarten,"43,412",2021-09-20 12:17:01.313470
MCO,Monaco,"39,511",2021-09-20 12:17:01.313470
MAF,Saint Martin,"39,234",2021-09-20 12:17:01.313470
TCA,Turks And Caicos Islands,"39,231",2021-09-20 12:17:01.313470
LIE,Liechtenstein,"38,250",2021-09-20 12:17:01.313470
SMR,San Marino,"34,017",2021-09-20 12:17:01.313470
GIB,Gibraltar,"33,698",2021-09-20 12:17:01.313470
PLW,Palau,"18,169",2021-09-20 12:17:01.313470
COK,Cook Islands,"17,565",2021-09-20 12:17:01.313470
AIA,Anguilla,"15,117",2021-09-20 12:17:01.313470
TUV,Tuvalu,"11,931",2021-09-20 12:17:01.313470
WLF,Wallis And Futuna,"11,094",2021-09-20 12:17:01.313470
NRU,Nauru,"10,876",2021-09-20 12:17:01.313470
BL,Saint Barthelemy,"9,907",2021-09-20 12:17:01.313470
SPM,Saint Pierre And Miquelon,"5,766",2021-09-20 12:17:01.313470
MSR,Montserrat,"4,977",2021-09-20 12:17:01.313470
FLK,Falkland Islands,"3,533",2021-09-20 12:17:01.313470
NIU,Niue,"1,619",2021-09-20 12:17:01.313470
TKL,Tokelau,"1,373",2021-09-20 12:17:01.313470
VAT,Vatican City,800,2021-09-20 12:17:01.313470
CHN,China,"1,445,306,912",2021-09-21 12:16:52.879774
IND,India,"1,396,434,082",2021-09-21 12:16:52.879774
USA,United States,"333,352,798",2021-09-21 12:16:52.879774
IDN,Indonesia,"277,003,229",2021-09-21 12:16:52.879774
PAK,Pakistan,"226,166,562",2021-09-21 12:16:52.879774
BRA,Brazil,"214,314,820",2021-09-21 12:16:52.879774
NGA,Nigeria,"212,590,197",2021-09-21 12:16:52.879774
BGD,Bangladesh,"166,664,899",2021-09-21 12:16:52.879774
RUS,Russia,"145,907,404",2021-09-21 12:16:52.879774
MEX,Mexico,"130,562,311",2021-09-21 12:16:52.879774
JPN,Japan,"125,955,751",2021-09-21 12:16:52.879774
ETH,Ethiopia,"118,532,525",2021-09-21 12:16:52.879774
PHL,Philippines,"111,378,528",2021-09-21 12:16:52.879774
EGY,Egypt,"104,691,844",2021-09-21 12:16:52.879774
VNM,Vietnam,"98,355,309",2021-09-21 12:16:52.879774
COD,Dr Congo,"93,013,746",2021-09-21 12:16:52.879774
TUR,Turkey,"85,211,970",2021-09-21 12:16:52.879774
IRN,Iran,"85,257,812",2021-09-21 12:16:52.879774
DEU,Germany,"83,929,270",2021-09-21 12:16:52.879774
THA,Thailand,"69,984,845",2021-09-21 12:16:52.879774
GBR,United Kingdom,"68,281,377",2021-09-21 12:16:52.879774
FRA,France,"65,462,154",2021-09-21 12:16:52.879774
TZA,Tanzania,"61,896,969",2021-09-21 12:16:52.879774
ITA,Italy,"60,349,489",2021-09-21 12:16:52.879774
ZAF,South Africa,"60,207,595",2021-09-21 12:16:52.879774
KEN,Kenya,"55,260,545",2021-09-21 12:16:52.879774
MMR,Myanmar,"54,894,712",2021-09-21 12:16:52.879774
KOR,South Korea,"51,315,170",2021-09-21 12:16:52.879774
COL,Colombia,"51,357,102",2021-09-21 12:16:52.879774
UGA,Uganda,"47,437,076",2021-09-21 12:16:52.879774
ESP,Spain,"46,741,998",2021-09-21 12:16:52.879774
ARG,Argentina,"45,698,322",2021-09-21 12:16:52.879774
SDN,Sudan,"45,148,059",2021-09-21 12:16:52.879774
DZA,Algeria,"44,787,093",2021-09-21 12:16:52.879774
UKR,Ukraine,"43,407,576",2021-09-21 12:16:52.879774
IRQ,Iraq,"41,398,089",2021-09-21 12:16:52.879774
AFG,Afghanistan,"40,041,872",2021-09-21 12:16:52.879774
CAN,Canada,"38,141,916",2021-09-21 12:16:52.879774
POL,Poland,"37,784,546",2021-09-21 12:16:52.879774
MAR,Morocco,"37,442,324",2021-09-21 12:16:52.879774
SAU,Saudi Arabia,"35,462,635",2021-09-21 12:16:52.879774
UZB,Uzbekistan,"34,039,975",2021-09-21 12:16:52.879774
AGO,Angola,"34,175,782",2021-09-21 12:16:52.879774
PER,Peru,"33,446,550",2021-09-21 12:16:52.879774
MYS,Malaysia,"32,867,782",2021-09-21 12:16:52.879774
MOZ,Mozambique,"32,367,346",2021-09-21 12:16:52.879774
GHA,Ghana,"31,880,898",2021-09-21 12:16:52.879774
YEM,Yemen,"30,640,646",2021-09-21 12:16:52.879774
NPL,Nepal,"29,784,331",2021-09-21 12:16:52.879774
VEN,Venezuela,"28,757,761",2021-09-21 12:16:52.879774
MDG,Madagascar,"28,593,342",2021-09-21 12:16:52.879774
CMR,Cameroon,"27,377,489",2021-09-21 12:16:52.879774
CIV,Ivory Coast,"27,205,781",2021-09-21 12:16:52.879774
PRK,North Korea,"25,911,217",2021-09-21 12:16:52.879774
AUS,Australia,"25,853,977",2021-09-21 12:16:52.879774
NER,Niger,"25,340,232",2021-09-21 12:16:52.879774
TWN,Taiwan,"23,863,756",2021-09-21 12:16:52.879774
LKA,Sri Lanka,"21,516,370",2021-09-21 12:16:52.879774
BFA,Burkina Faso,"21,631,425",2021-09-21 12:16:52.879774
MLI,Mali,"20,992,292",2021-09-21 12:16:52.879774
MWI,Malawi,"19,764,686",2021-09-21 12:16:52.879774
CHL,Chile,"19,236,454",2021-09-21 12:16:52.879774
ROU,Romania,"19,102,690",2021-09-21 12:16:52.879774
KAZ,Kazakhstan,"19,044,056",2021-09-21 12:16:52.879774
ZMB,Zambia,"19,042,191",2021-09-21 12:16:52.879774
SYR,Syria,"18,417,540",2021-09-21 12:16:52.879774
GTM,Guatemala,"18,325,111",2021-09-21 12:16:52.879774
ECU,Ecuador,"17,944,088",2021-09-21 12:16:52.879774
SEN,Senegal,"17,298,285",2021-09-21 12:16:52.879774
NLD,Netherlands,"17,181,598",2021-09-21 12:16:52.879774
KHM,Cambodia,"16,997,595",2021-09-21 12:16:52.879774
TCD,Chad,"17,025,551",2021-09-21 12:16:52.879774
SOM,Somalia,"16,464,706",2021-09-21 12:16:52.879774
ZWE,Zimbabwe,"15,144,896",2021-09-21 12:16:52.879774
GIN,Guinea,"13,578,683",2021-09-21 12:16:52.879774
RWA,Rwanda,"13,349,123",2021-09-21 12:16:52.879774
BEN,Benin,"12,525,136",2021-09-21 12:16:52.879774
BDI,Burundi,"12,337,450",2021-09-21 12:16:52.879774
TUN,Tunisia,"11,961,592",2021-09-21 12:16:52.879774
BOL,Bolivia,"11,868,998",2021-09-21 12:16:52.879774
BEL,Belgium,"11,642,310",2021-09-21 12:16:52.879774
HTI,Haiti,"11,573,122",2021-09-21 12:16:52.879774
SSD,South Sudan,"11,424,284",2021-09-21 12:16:52.879774
CUB,Cuba,"11,315,607",2021-09-21 12:16:52.879774
DOM,Dominican Republic,"10,977,466",2021-09-21 12:16:52.879774
CZE,Czech Republic,"10,727,773",2021-09-21 12:16:52.879774
GRC,Greece,"10,359,192",2021-09-21 12:16:52.879774
JOR,Jordan,"10,289,649",2021-09-21 12:16:52.879774
AZE,Azerbaijan,"10,242,320",2021-09-21 12:16:52.879774
PRT,Portugal,"10,161,159",2021-09-21 12:16:52.879774
SWE,Sweden,"10,173,948",2021-09-21 12:16:52.879774
HND,Honduras,"10,098,636",2021-09-21 12:16:52.879774
ARE,United Arab Emirates,"10,014,192",2021-09-21 12:16:52.879774
TJK,Tajikistan,"9,796,989",2021-09-21 12:16:52.879774
HUN,Hungary,"9,628,058",2021-09-21 12:16:52.879774
BLR,Belarus,"9,441,294",2021-09-21 12:16:52.879774
PNG,Papua New Guinea,"9,157,791",2021-09-21 12:16:52.879774
AUT,Austria,"9,051,651",2021-09-21 12:16:52.879774
ISR,Israel,"8,819,973",2021-09-21 12:16:52.879774
CHE,Switzerland,"8,729,686",2021-09-21 12:16:52.879774
SRB,Serbia,"8,688,721",2021-09-21 12:16:52.879774
TGO,Togo,"8,523,466",2021-09-21 12:16:52.879774
SLE,Sierra Leone,"8,178,391",2021-09-21 12:16:52.879774
HKG,Hong Kong,"7,565,434",2021-09-21 12:16:52.879774
LAO,Laos,"7,402,544",2021-09-21 12:16:52.879774
PRY,Paraguay,"7,239,193",2021-09-21 12:16:52.879774
LBY,Libya,"6,977,427",2021-09-21 12:16:52.879774
BGR,Bulgaria,"6,885,029",2021-09-21 12:16:52.879774
LBN,Lebanon,"6,762,875",2021-09-21 12:16:52.879774
NIC,Nicaragua,"6,720,043",2021-09-21 12:16:52.879774
KGZ,Kyrgyzstan,"6,651,707",2021-09-21 12:16:52.879774
SLV,El Salvador,"6,525,678",2021-09-21 12:16:52.879774
TKM,Turkmenistan,"6,137,397",2021-09-21 12:16:52.879774
SGP,Singapore,"5,907,578",2021-09-21 12:16:52.879774
DNK,Denmark,"5,818,084",2021-09-21 12:16:52.879774
COG,Republic Of The Congo,"5,688,367",2021-09-21 12:16:52.879774
FIN,Finland,"5,550,175",2021-09-21 12:16:52.879774
NOR,Norway,"5,475,944",2021-09-21 12:16:52.879774
SVK,Slovakia,"5,460,804",2021-09-21 12:16:52.879774
OMN,Oman,"5,251,181",2021-09-21 12:16:52.879774
PSE,Palestine,"5,249,812",2021-09-21 12:16:52.879774
LBR,Liberia,"5,208,009",2021-09-21 12:16:52.879774
CRI,Costa Rica,"5,149,118",2021-09-21 12:16:52.879774
IRL,Ireland,"4,992,726",2021-09-21 12:16:52.879774
CAF,Central African Republic,"4,939,866",2021-09-21 12:16:52.879774
NZL,New Zealand,"4,869,472",2021-09-21 12:16:52.879774
MRT,Mauritania,"4,803,338",2021-09-21 12:16:52.879774
PAN,Panama,"4,396,514",2021-09-21 12:16:52.879774
KWT,Kuwait,"4,343,155",2021-09-21 12:16:52.879774
HRV,Croatia,"4,076,288",2021-09-21 12:16:52.879774
MDA,Moldova,"4,021,709",2021-09-21 12:16:52.879774
GEO,Georgia,"3,977,537",2021-09-21 12:16:52.879774
ERI,Eritrea,"3,613,844",2021-09-21 12:16:52.879774
URY,Uruguay,"3,487,709",2021-09-21 12:16:52.879774
MNG,Mongolia,"3,340,758",2021-09-21 12:16:52.879774
BIH,Bosnia And Herzegovina,"3,258,928",2021-09-21 12:16:52.879774
JAM,Jamaica,"2,976,186",2021-09-21 12:16:52.879774
ARM,Armenia,"2,969,200",2021-09-21 12:16:52.879774
QAT,Qatar,"2,942,740",2021-09-21 12:16:52.879774
ALB,Albania,"2,871,695",2021-09-21 12:16:52.879774
PRI,Puerto Rico,"2,820,086",2021-09-21 12:16:52.879774
LTU,Lithuania,"2,682,518",2021-09-21 12:16:52.879774
NAM,Namibia,"2,597,740",2021-09-21 12:16:52.879774
GMB,Gambia,"2,502,787",2021-09-21 12:16:52.879774
BWA,Botswana,"2,407,307",2021-09-21 12:16:52.879774
GAB,Gabon,"2,290,954",2021-09-21 12:16:52.879774
LSO,Lesotho,"2,162,957",2021-09-21 12:16:52.879774
MKD,North Macedonia,"2,082,410",2021-09-21 12:16:52.879774
SVN,Slovenia,"2,078,724",2021-09-21 12:16:52.879774
GNB,Guinea Bissau,"2,026,221",2021-09-21 12:16:52.879774
LVA,Latvia,"1,862,651",2021-09-21 12:16:52.879774
BHR,Bahrain,"1,758,692",2021-09-21 12:16:52.879774
GNQ,Equatorial Guinea,"1,460,457",2021-09-21 12:16:52.879774
TTO,Trinidad And Tobago,"1,404,283",2021-09-21 12:16:52.879774
TLS,Timor Leste,"1,349,566",2021-09-21 12:16:52.879774
EST,Estonia,"1,324,855",2021-09-21 12:16:52.879774
MUS,Mauritius,"1,273,763",2021-09-21 12:16:52.879774
CYP,Cyprus,"1,217,482",2021-09-21 12:16:52.879774
DJI,Djibouti,"1,005,322",2021-09-21 12:16:52.879774
FJI,Fiji,"904,309",2021-09-21 12:16:52.879774
RU,Reunion,"903,089",2021-09-21 12:16:52.879774
COM,Comoros,"892,742",2021-09-21 12:16:52.879774
GUY,Guyana,"791,151",2021-09-21 12:16:52.879774
BTN,Bhutan,"781,796",2021-09-21 12:16:52.879774
SLB,Solomon Islands,"707,874",2021-09-21 12:16:52.879774
MAC,Macau,"660,539",2021-09-21 12:16:52.879774
LUX,Luxembourg,"636,877",2021-09-21 12:16:52.879774
MNE,Montenegro,"628,053",2021-09-21 12:16:52.879774
ESH,Western Sahara,"615,093",2021-09-21 12:16:52.879774
SUR,Suriname,"592,955",2021-09-21 12:16:52.879774
CPV,Cape Verde,"563,218",2021-09-21 12:16:52.879774
MDV,Maldives,"544,607",2021-09-21 12:16:52.879774
MLT,Malta,"443,114",2021-09-21 12:16:52.879774
BRN,Brunei,"442,440",2021-09-21 12:16:52.879774
BLZ,Belize,"406,564",2021-09-21 12:16:52.879774
BHS,Bahamas,"397,738",2021-09-21 12:16:52.879774
MTQ,Martinique,"374,580",2021-09-21 12:16:52.879774
ISL,Iceland,"343,848",2021-09-21 12:16:52.879774
VUT,Vanuatu,"316,114",2021-09-21 12:16:52.879774
NCL,New Caledonia,"288,796",2021-09-21 12:16:52.879774
BRB,Barbados,"287,794",2021-09-21 12:16:52.879774
PYF,French Polynesia,"282,860",2021-09-21 12:16:52.879774
MYT,Mayotte,"281,000",2021-09-21 12:16:52.879774
STP,Sao Tome And Principe,"224,358",2021-09-21 12:16:52.879774
WSM,Samoa,"200,479",2021-09-21 12:16:52.879774
LCA,Saint Lucia,"184,565",2021-09-21 12:16:52.879774
GUM,Guam,"170,509",2021-09-21 12:16:52.879774
CUW,Curacao,"164,963",2021-09-21 12:16:52.879774
KIR,Kiribati,"121,805",2021-09-21 12:16:52.879774
FSM,Micronesia,"116,502",2021-09-21 12:16:52.879774
GRD,Grenada,"113,104",2021-09-21 12:16:52.879774
VCT,Saint Vincent And The Grenadines,"111,263",2021-09-21 12:16:52.879774
ABW,Aruba,"107,204",2021-09-21 12:16:52.879774
TON,Tonga,"107,008",2021-09-21 12:16:52.879774
VIR,United States Virgin Islands,"104,143",2021-09-21 12:16:52.879774
SYC,Seychelles,"98,991",2021-09-21 12:16:52.879774
ATG,Antigua And Barbuda,"98,896",2021-09-21 12:16:52.879774
IMN,Isle Of Man,"85,410",2021-09-21 12:16:52.879774
AND,Andorra,"77,355",2021-09-21 12:16:52.879774
DMA,Dominica,"72,167",2021-09-21 12:16:52.879774
CYM,Cayman Islands,"66,497",2021-09-21 12:16:52.879774
BMU,Bermuda,"62,090",2021-09-21 12:16:52.879774
MHL,Marshall Islands,"59,610",2021-09-21 12:16:52.879774
MNP,Northern Mariana Islands,"57,917",2021-09-21 12:16:52.879774
GRL,Greenland,"56,877",2021-09-21 12:16:52.879774
ASM,American Samoa,"55,100",2021-09-21 12:16:52.879774
KNA,Saint Kitts And Nevis,"53,544",2021-09-21 12:16:52.879774
FRO,Faroe Islands,"49,049",2021-09-21 12:16:52.879774
MAF,Sint Maarten,"43,412",2021-09-21 12:16:52.879774
MCO,Monaco,"39,511",2021-09-21 12:16:52.879774
MAF,Saint Martin,"39,234",2021-09-21 12:16:52.879774
TCA,Turks And Caicos Islands,"39,231",2021-09-21 12:16:52.879774
LIE,Liechtenstein,"38,250",2021-09-21 12:16:52.879774
SMR,San Marino,"34,017",2021-09-21 12:16:52.879774
GIB,Gibraltar,"33,698",2021-09-21 12:16:52.879774
PLW,Palau,"18,169",2021-09-21 12:16:52.879774
COK,Cook Islands,"17,565",2021-09-21 12:16:52.879774
AIA,Anguilla,"15,117",2021-09-21 12:16:52.879774
TUV,Tuvalu,"11,931",2021-09-21 12:16:52.879774
WLF,Wallis And Futuna,"11,094",2021-09-21 12:16:52.879774
NRU,Nauru,"10,876",2021-09-21 12:16:52.879774
BL,Saint Barthelemy,"9,907",2021-09-21 12:16:52.879774
SPM,Saint Pierre And Miquelon,"5,766",2021-09-21 12:16:52.879774
MSR,Montserrat,"4,977",2021-09-21 12:16:52.879774
FLK,Falkland Islands,"3,533",2021-09-21 12:16:52.879774
NIU,Niue,"1,619",2021-09-21 12:16:52.879774
TKL,Tokelau,"1,373",2021-09-21 12:16:52.879774
VAT,Vatican City,800,2021-09-21 12:16:52.879774
CHN,China,"1,445,320,168",2021-09-22 12:20:50.341003
IND,India,"1,396,470,845",2021-09-22 12:20:50.341003
USA,United States,"333,358,117",2021-09-22 12:20:50.341003
IDN,Indonesia,"277,011,024",2021-09-22 12:20:50.341003
PAK,Pakistan,"226,178,309",2021-09-22 12:20:50.341003
BRA,Brazil,"214,318,726",2021-09-22 12:20:50.341003
NGA,Nigeria,"212,604,652",2021-09-22 12:20:50.341003
BGD,Bangladesh,"166,669,291",2021-09-22 12:20:50.341003
RUS,Russia,"145,907,348",2021-09-22 12:20:50.341003
MEX,Mexico,"130,565,958",2021-09-22 12:20:50.341003
JPN,Japan,"125,954,595",2021-09-22 12:20:50.341003
ETH,Ethiopia,"118,540,501",2021-09-22 12:20:50.341003
PHL,Philippines,"111,382,558",2021-09-22 12:20:50.341003
EGY,Egypt,"104,697,112",2021-09-22 12:20:50.341003
VNM,Vietnam,"98,357,576",2021-09-22 12:20:50.341003
COD,Dr Congo,"93,021,472",2021-09-22 12:20:50.341003
TUR,Turkey,"85,214,026",2021-09-22 12:20:50.341003
IRN,Iran,"85,260,595",2021-09-22 12:20:50.341003
DEU,Germany,"83,929,620",2021-09-22 12:20:50.341003
THA,Thailand,"69,985,258",2021-09-22 12:20:50.341003
GBR,United Kingdom,"68,282,279",2021-09-22 12:20:50.341003
FRA,France,"65,462,591",2021-09-22 12:20:50.341003
TZA,Tanzania,"61,901,812",2021-09-22 12:20:50.341003
ITA,Italy,"60,349,271",2021-09-22 12:20:50.341003
ZAF,South Africa,"60,209,607",2021-09-22 12:20:50.341003
KEN,Kenya,"55,263,885",2021-09-22 12:20:50.341003
MMR,Myanmar,"54,895,790",2021-09-22 12:20:50.341003
KOR,South Korea,"51,315,291",2021-09-22 12:20:50.341003
COL,Colombia,"51,358,211",2021-09-22 12:20:50.341003
UGA,Uganda,"47,440,886",2021-09-22 12:20:50.341003
ESP,Spain,"46,741,959",2021-09-22 12:20:50.341003
ARG,Argentina,"45,699,446",2021-09-22 12:20:50.341003
SDN,Sudan,"45,150,960",2021-09-22 12:20:50.341003
DZA,Algeria,"44,789,165",2021-09-22 12:20:50.341003
